;345;2700;
9e;34c;d0;
74;335;318;30d0;
72;339;31b;3674;
70;337;31a;3c20;
6e;335;31a;41c0;
6d;337;31b;4764;
6a;337;31b;4d08;
6a;336;31e;52ac;
67;336;31f;5854;
66;335;320;5df8;
64;336;320;639c;
62;337;323;6940;
60;338;327;6ee4;
5f;337;325;748c;
5d;337;326;7a30;
5b;334;326;7fd4;
58;337;326;857c;
58;337;32d;8b20;
56;336;32b;90c4;
54;336;32c;9668;
52;337;32c;9c14;
50;331;32f;a1b4;
4f;335;32f;a758;
4d;337;331;acfc;
4b;336;332;b2a4;
4a;335;333;b848;
48;338;333;bdec;
47;335;334;c390;
46;333;337;c934;
44;336;335;cedc;
42;336;339;d480;
41;335;338;da24;
3f;337;33a;dfc8;
3e;336;33b;e570;
3d;335;33c;eb14;
3c;333;33d;f0b8;
3a;336;33e;f65c;
38;333;33f;fc08;
37;336;33e;1a8;
36;334;341;6f8;
35;335;341;c48;
33;33a;33f;1198;
32;335;343;173c;
31;336;342;1ce4;
30;335;340;2288;
2f;333;345;282c;
2d;335;346;2dd0;
2d;337;346;3378;
2b;334;349;391c;
2b;335;347;3ec0;
29;337;344;4464;
27;336;348;4a08;
28;337;346;4fb0;
26;336;347;5554;
25;336;349;5af8;
24;336;34a;60a0;
23;338;349;6644;
23;336;34b;6be8;
22;335;34c;718c;
21;336;34b;7730;
20;336;34d;7cd8;
20;337;34e;827c;
1f;336;34c;8820;
1e;338;351;8dc8;
1e;336;350;936c;
1e;336;34e;9910;
1d;339;353;9eb4;
1c;336;34f;a45c;
1c;336;351;aa00;
1b;338;351;afa4;
1b;335;354;b548;
1a;335;353;baf0;
1a;334;355;c094;
1a;335;354;c638;
19;337;353;cbdc;
19;335;357;d184;
19;338;357;d728;
19;336;355;dccc;
19;336;357;e270;
19;339;354;e81c;
19;335;359;edbc;
18;336;35a;f360;
19;336;35a;f904;
18;337;35a;feac;
18;336;359;450;
18;333;359;9a0;
1a;335;35a;ef0;
19;335;35b;1440;
19;335;35c;19e4;
1a;336;35c;1f88;
19;336;35b;2530;
1a;335;35c;2ad4;
1a;337;35c;3078;
1b;338;35b;361c;
1c;335;35b;3bc4;
1c;335;35c;4168;
1c;335;35f;470c;
1d;336;359;4cb0;
1d;336;35d;5258;
1d;332;35b;57fc;
1f;335;360;5da0;
1f;336;35b;6344;
1f;336;35c;68ec;
21;336;35c;6e90;
21;336;35a;7434;
21;336;35b;79d8;
22;333;357;7f80;
23;336;35b;8524;
23;335;35f;8ac8;
26;335;35c;906c;
25;336;35b;9614;
26;336;357;9bb8;
27;336;35c;a15c;
28;33b;35b;a700;
2a;335;35b;aca8;
2b;336;35b;b24c;
2c;337;358;b7f0;
2d;339;35a;bd94;
2e;335;35f;c33c;
2e;336;35d;c8e0;
30;338;35e;ce84;
32;336;35d;d428;
32;337;35b;d9d0;
34;336;35b;df74;
36;335;35c;e518;
37;338;35c;eabc;
38;334;35b;f060;
3a;336;35c;f608;
3a;337;35b;fbac;
3c;336;35c;150;
3d;339;35d;6a0;
3f;333;35c;bf0;
40;338;35b;1140;
42;336;35c;16e4;
43;338;35a;1c8c;
44;335;35c;2230;
46;336;35c;27d4;
47;337;35e;2d7c;
49;336;35d;3320;
4b;336;35c;38c4;
4c;336;35c;3e68;
4e;337;35c;4414;
50;336;35e;49b4;
51;336;35c;4f58;
53;338;35c;54fc;
55;335;35d;5aa4;
56;336;357;6048;
58;336;35b;65ec;
5a;337;35b;6b90;
5b;335;359;7138;
5d;338;35d;76dc;
5f;335;35b;7c80;
60;336;35a;8224;
62;337;35e;87cc;
65;337;35e;8d70;
66;337;35c;9314;
68;337;35a;98b8;
6a;336;35e;9e5c;
6b;33a;35a;a408;
6d;338;35b;a9a8;
6f;337;359;af4c;
71;337;358;b4f4;
72;338;358;ba98;
75;337;358;c03c;
77;335;357;c5e0;
78;339;357;cb84;
7b;33a;355;d12c;
7d;337;355;d6d0;
7e;337;352;dc74;
80;336;353;e21c;
81;337;353;e7c0;
83;337;353;ed64;
86;338;34f;f308;
87;337;34f;f8b0;
89;339;34e;fe54;
8a;336;34e;3f8;
8c;338;34d;948;
8f;337;34d;e98;
90;337;34f;13e8;
92;337;34b;198c;
94;337;34a;1f34;
95;335;349;24d8;
97;335;34b;2a7c;
98;335;348;3020;
9b;335;346;35c8;
9b;334;344;3b6c;
9f;338;343;4110;
a0;337;349;46b4;
a1;337;345;4c5c;
a3;337;344;5200;
a5;337;33f;57a4;
a7;337;342;5d48;
a9;338;33f;62f0;
ab;334;33e;6894;
ac;337;33c;6e38;
ad;336;33e;73dc;
af;33b;33a;7984;
b2;338;33c;7f28;
b2;33b;33e;84cc;
b4;336;339;8a70;
b5;336;337;901c;
b7;338;337;95bc;
b8;336;339;9b60;
bb;337;334;a104;
bc;338;336;a6a8;
bd;335;334;ac50;
bf;337;331;b1f4;
c0;338;333;b798;
c2;338;334;bd40;
c3;336;32f;c2e4;
c3;336;32f;c888;
c6;337;32f;ce2c;
c7;336;32d;d3d4;
c8;338;32e;d978;
ca;339;32b;df1c;
cb;337;32c;e4c0;
cb;337;32b;ea68;
cd;338;32a;f010;
ce;33a;329;f5b0;
d0;336;327;fb54;
d1;335;328;fc;
d1;336;326;5f4;
d2;337;327;b44;
d4;335;325;1094;
d5;338;325;1638;
d6;336;326;1be0;
d7;338;322;2184;
d8;337;326;2728;
d9;337;326;2cd0;
d9;335;320;3274;
da;337;31f;3820;
db;336;321;3dbc;
da;339;31e;4364;
dc;337;320;4908;
dd;336;31d;4eac;
dd;336;31e;5450;
de;337;31d;59f8;
e0;338;31b;5f9c;
df;336;319;6540;
e1;335;319;6ae4;
e1;337;318;7088;
e0;339;319;7630;
e1;336;317;7bd4;
e2;337;315;8178;
e3;337;315;8720;
e4;338;316;8cc4;
e2;334;314;9268;
e3;33a;316;9814;
e5;337;314;9db0;
e3;333;311;a358;
e4;336;310;a8fc;
e5;336;314;aea0;
e4;333;312;b444;
e5;335;310;b9ec;
e4;335;310;bf90;
e5;337;312;c534;
e5;338;312;cadc;
e6;336;312;d080;
e6;336;311;d624;
e4;338;312;dbc8;
e4;33b;314;e170;
e5;336;312;e714;
e4;336;310;ecb8;
e4;336;310;f25c;
e3;336;310;f808;
e4;337;313;fda8;
e4;336;310;34c;
e2;337;310;89c;
e3;336;311;dec;
e1;335;30e;133c;
e1;335;311;18e0;
e2;337;315;1e84;
e1;336;311;242c;
df;336;310;29d0;
df;335;30d;2f74;
dd;335;310;351c;
de;337;30f;3ac0;
de;335;311;4064;
dc;336;312;4608;
dc;336;30f;4bac;
db;335;30f;5154;
da;337;30f;56f8;
d8;335;310;5c9c;
d9;338;312;6244;
d7;335;310;67e8;
d7;337;30e;6d8c;
d5;336;310;7330;
d5;338;311;78d8;
d5;336;312;7e7c;
d4;336;311;8420;
d2;337;310;89c4;
d2;334;310;8f6c;
d1;338;312;9510;
cf;338;310;9ab4;
cd;335;311;a058;
cc;337;311;a600;
ca;336;310;aba4;
c9;339;311;b148;
c8;337;310;b6ec;
c7;338;312;bc94;
c5;338;311;c238;
c4;335;30e;c7dc;
c3;338;30f;cd80;
c1;334;310;d328;
c0;337;30f;d8cc;
bf;338;310;de70;
be;337;314;e41c;
bb;335;312;e9b8;
bb;336;311;ef60;
b9;336;312;f504;
b6;336;30f;faa8;
b5;337;30f;50;
b4;336;30f;548;
b3;337;311;a98;
b1;335;30f;fe8;
b0;338;30f;1538;
ae;335;310;1ae0;
ac;336;30f;2084;
ab;337;310;2628;
a9;336;310;2bcc;
a8;337;310;3174;
a6;338;312;3718;
a5;338;30f;3cbc;
a2;337;311;4260;
a1;336;310;480c;
a0;337;311;4dac;
9e;336;311;5350;
9b;337;310;58f4;
9a;335;311;5e9c;
97;337;313;6440;
96;338;30f;69e4;
94;335;30f;6f88;
92;337;311;7530;
90;335;30f;7ad4;
8e;335;310;8078;
8d;336;310;861c;
8b;334;311;8bc4;
89;335;312;9168;
87;336;311;970c;
85;334;313;9cb0;
84;335;314;a258;
81;335;315;a7fc;
80;339;312;ada0;
7e;336;316;b344;
7b;336;317;b8ec;
7b;338;316;be90;
79;337;319;c434;
77;337;316;c9d8;
75;337;317;cf80;
73;337;31a;d524;
71;335;319;dac8;
6f;335;31b;e06c;
6e;336;31b;e610;
6c;336;31d;ebb8;
69;336;320;f15c;
68;339;320;f700;
66;337;31d;fca8;
65;338;322;24c;
63;336;323;79c;
60;337;325;cec;
5f;336;326;123c;
5e;339;326;17e0;
5c;338;328;1d84;
5a;333;328;232c;
58;335;329;28d0;
57;336;32b;2e74;
55;335;32c;3420;
53;336;32e;39c0;
51;336;32c;3f64;
4f;336;330;4508;
4e;335;32f;4aac;
4c;336;333;5054;
4b;338;333;55f8;
4a;335;334;5b9c;
47;336;334;6140;
46;334;337;66e8;
44;335;336;6c8c;
43;338;338;7230;
42;338;339;77d4;
40;333;338;7d7c;
3f;336;336;8320;
3d;335;33b;88c4;
3c;335;33e;8e68;
3a;336;33e;9414;
39;334;33d;99b4;
38;333;33e;9f58;
37;336;33e;a4fc;
35;335;341;aaa0;
34;335;342;b048;
32;336;341;b5ec;
32;337;341;bb90;
30;336;344;c138;
2f;336;343;c6dc;
2e;336;345;cc80;
2d;333;345;d224;
2b;335;348;d7cc;
2a;334;347;dd70;
2a;333;346;e314;
29;335;346;e8b8;
27;338;349;ee60;
26;338;348;f408;
26;336;346;f9a8;
25;335;348;ff4c;
24;335;347;4f4;
23;336;34a;a44;
22;336;34b;f94;
22;336;34b;14e4;
21;335;34a;1a88;
20;335;34e;202c;
20;334;34d;25d0;
1f;336;34b;2b78;
1d;333;34e;311c;
1d;335;351;36c0;
1d;337;351;3c64;
1d;339;352;420c;
1d;339;355;47b0;
1b;336;351;4d54;
1a;334;353;52f8;
1a;336;353;589c;
1b;337;353;5e44;
1b;33a;355;63e8;
1a;338;356;698c;
19;337;356;6f34;
1a;337;356;74d8;
1a;335;358;7a7c;
1a;336;359;8020;
18;335;357;85c4;
19;335;359;8b6c;
19;337;358;9110;
19;336;357;96b4;
19;337;35a;9c5c;
18;336;35a;a200;
18;336;35c;a7a4;
19;338;35b;ad48;
18;337;35b;b2ec;
19;334;35c;b894;
1a;335;35e;be38;
1a;335;35a;c3dc;
1a;335;35f;c980;
1a;336;35a;cf28;
1b;337;35b;d4cc;
1b;336;359;da70;
1c;33b;35a;e01c;
1b;336;35b;e5bc;
1b;335;357;eb60;
1d;336;35c;f104;
1d;335;35a;f6ac;
1e;338;35b;fc50;
1f;333;35c;1f4;
1f;338;35f;744;
1f;337;35c;c94;
21;335;35c;11e4;
21;338;35c;1788;
22;339;35d;1d30;
23;337;35b;22d4;
24;337;35b;2878;
25;335;35c;2e1c;
25;333;35b;33c4;
26;336;35c;3968;
27;335;35d;3f0c;
28;335;35c;44b0;
29;336;35b;4a54;
2a;338;35b;4ffc;
2c;335;35c;55a0;
2c;337;35c;5b44;
2d;334;35c;60e8;
2f;335;35c;6690;
2f;33a;35d;6c34;
31;337;35b;71d8;
32;339;35e;777c;
33;335;359;7d24;
34;338;35f;82c8;
35;336;35d;886c;
37;337;35f;8e14;
37;338;35b;93b8;
3a;336;35c;995c;
3c;337;35b;9f00;
3c;336;35a;a4a4;
3e;335;35b;aa4c;
40;337;35b;aff0;
41;338;35e;b594;
43;337;35b;bb3c;
43;335;35d;c0e0;
46;335;35d;c684;
48;335;35c;cc28;
49;33b;35b;d1d0;
4a;338;35c;d774;
4c;333;35e;dd18;
4d;336;35c;e2bc;
4f;335;35b;e864;
51;335;35d;ee08;
52;336;35a;f3ac;
54;338;35d;f950;
56;337;35c;fef8;
57;336;35b;49c;
59;337;35c;9ec;
5b;338;35c;f3c;
5c;336;35b;148c;
5e;337;35c;1a30;
60;339;35e;1fd4;
61;334;35d;257c;
63;336;35d;2b20;
65;335;35c;30c4;
67;337;35a;3668;
68;339;35c;3c14;
6a;335;35c;41b4;
6d;335;359;4758;
6e;337;35b;4cfc;
70;335;359;52a4;
72;337;358;5848;
74;338;359;5dec;
76;337;357;6390;
77;338;353;6938;
79;336;354;6edc;
7a;335;354;7480;
7d;337;354;7a24;
7f;335;354;7fcc;
81;33a;353;8570;
83;337;350;8b14;
84;338;353;90b8;
86;336;351;9660;
88;337;34e;9c08;
89;336;34e;a1a8;
8c;337;34f;a74c;
8d;33b;350;acf4;
8f;33a;34d;b298;
91;337;34c;b83c;
94;337;34c;bde0;
94;335;349;c384;
96;339;34b;c92c;
98;335;348;ced0;
99;335;346;d474;
9c;335;346;da1c;
9e;335;345;dfc0;
9f;338;345;e564;
a1;337;347;eb08;
a3;337;340;f0b0;
a4;338;342;f654;
a6;338;341;fbf8;
a7;336;33b;19c;
aa;336;340;6ec;
ab;336;33f;c3c;
ad;336;33a;118c;
af;338;33b;1734;
b0;338;33b;1cd8;
b1;336;338;227c;
b2;336;33a;2820;
b5;334;338;2dc4;
b5;336;336;336c;
b8;335;339;3910;
ba;337;337;3eb4;
bb;338;336;445c;
bd;338;334;4a00;
bf;337;333;4fa4;
c0;338;333;5548;
c0;336;331;5af0;
c2;336;32f;6094;
c4;337;330;6638;
c4;335;32f;6bdc;
c6;337;32d;7184;
c8;336;32c;7728;
c9;33a;32c;7ccc;
cb;334;32b;8270;
cb;336;32b;881c;
cd;339;32c;8dbc;
cd;336;32b;9360;
cf;337;328;9904;
d1;338;328;9eac;
d1;337;329;a450;
d2;337;323;a9f4;
d3;336;326;af98;
d4;335;325;b540;
d6;336;325;bae4;
d7;337;324;c088;
d7;336;327;c62c;
d8;338;323;cbd4;
d9;339;323;d178;
d9;336;321;d71c;
db;338;321;dcc0;
db;336;31e;e268;
dd;338;31e;e810;
dd;337;31f;edb0;
df;338;31c;f354;
df;337;319;f8f8;
e0;337;31a;fea0;
e1;335;31b;444;
e1;33a;31c;994;
e1;336;318;ee4;
e0;338;318;1434;
e2;337;317;19d8;
e3;336;317;1f80;
e2;335;315;2524;
e3;336;316;2ac8;
e4;337;315;306c;
e4;338;316;3614;
e5;335;314;3bb8;
e5;337;313;415c;
e4;337;317;4700;
e5;336;311;4ca8;
e5;337;30f;524c;
e5;336;311;57f0;
e6;339;312;5d94;
e4;337;311;633c;
e4;336;314;68e0;
e5;336;310;6e84;
e6;335;30e;7428;
e5;336;311;79d0;
e5;337;312;7f74;
e5;338;310;8518;
e5;337;311;8abc;
e4;337;30e;9064;
e4;335;310;9608;
e3;336;310;9bac;
e3;336;30f;a150;
e3;336;30e;a6f8;
e3;339;311;ac9c;
e3;336;310;b240;
e1;336;30d;b7e4;
e2;336;310;bd8c;
e0;335;311;c330;
e0;339;310;c8d4;
e0;338;311;ce78;
e0;337;310;d420;
de;337;30d;d9c4;
dd;336;30f;df68;
dc;336;30f;e50c;
db;337;310;eab4;
dc;339;312;f058;
db;335;30f;f5fc;
da;339;311;fba0;
d9;337;310;148;
d8;336;30c;698;
d7;336;310;be8;
d6;33a;311;1138;
d5;338;310;16dc;
d4;339;310;1c80;
d3;336;310;2224;
d2;337;30f;27cc;
d1;337;311;2d70;
d0;338;30f;3314;
cf;334;30f;38b8;
ce;336;310;3e60;
cd;338;310;4408;
cc;33a;311;49a8;
cb;337;30f;4f4c;
c9;338;313;54f4;
c8;336;310;5a98;
c5;336;30b;603c;
c4;338;30f;65e0;
c4;336;310;6b84;
c2;335;30d;712c;
c0;336;310;76d0;
bf;334;311;7c74;
be;338;311;821c;
bd;338;310;87c0;
bc;337;30e;8d64;
b9;337;30e;9308;
b7;335;30d;98b0;
b7;337;311;9e54;
b5;338;311;a3f8;
b4;335;310;a99c;
b2;336;30d;af44;
b0;336;30e;b4e8;
ae;337;310;ba8c;
ac;336;310;c030;
ac;335;310;c5d8;
a9;335;310;cb7c;
a8;338;312;d120;
a6;337;30d;d6c4;
a5;338;30f;dc6c;
a3;335;30f;e210;
a1;336;30f;e7b4;
9f;33a;30f;ed58;
9d;336;30f;f300;
9c;337;310;f8a4;
9a;33a;310;fe48;
99;332;310;3ec;
96;339;312;93c;
94;337;30c;e8c;
92;337;310;13dc;
90;336;311;1980;
8f;336;312;1f28;
8d;338;310;24cc;
8b;337;310;2a70;
8a;337;311;301c;
87;336;30f;35bc;
86;336;30f;3b60;
84;335;310;4104;
83;336;313;46ac;
81;336;314;4c50;
7f;338;313;51f4;
7d;337;317;5798;
7b;337;313;5d40;
7a;336;317;62e4;
76;339;317;6888;
76;335;319;6e2c;
72;334;319;73d4;
72;337;317;7978;
70;336;317;7f1c;
6d;336;31b;84c0;
6d;335;31f;8a64;
6a;335;31d;9010;
68;336;320;95b0;
68;337;321;9b54;
65;336;322;a0f8;
63;338;321;a6a0;
62;336;325;ac44;
60;33a;326;b1e8;
5e;339;327;b790;
5c;334;328;bd34;
5b;339;328;c2d8;
59;335;32b;c87c;
56;337;32b;ce20;
55;335;327;d3c8;
54;336;32f;d96c;
52;335;32e;df10;
50;336;32e;e4b8;
4e;336;331;ea5c;
4d;336;331;f008;
4b;336;332;f5a4;
49;335;333;fb4c;
49;333;334;f0;
47;336;335;5e8;
45;334;337;b3c;
43;336;337;1088;
42;338;337;1630;
41;336;337;1bd4;
40;335;33a;2178;
3e;335;33a;2720;
3d;338;33d;2cc4;
3b;337;33d;3268;
3a;335;33d;3814;
39;335;33d;3db4;
37;336;340;4358;
36;335;345;48fc;
35;337;340;4ea0;
33;337;342;5448;
32;333;343;59ec;
31;337;342;5f90;
2f;337;342;6534;
2e;334;344;6adc;
2e;335;346;7080;
2b;337;345;7624;
2b;337;348;7bc8;
2a;333;348;8170;
28;335;345;8714;
28;338;349;8cb8;
27;335;34c;925c;
25;336;347;9808;
25;338;349;9da8;
24;334;34a;a34c;
24;335;348;a8f0;
23;335;34a;ae98;
22;336;34c;b43c;
21;335;34c;b9e0;
20;337;34a;bf84;
20;333;34c;c52c;
1f;336;34f;cad0;
1e;337;34e;d074;
1e;335;34e;d618;
1d;336;350;dbc0;
1c;334;351;e164;
1d;335;352;e708;
1c;337;354;ecac;
1b;335;352;f254;
1b;335;354;f7f8;
1a;338;351;fd9c;
1a;336;353;340;
19;336;354;890;
1a;333;354;de0;
19;337;353;1330;
1a;335;357;18d8;
19;336;356;1e7c;
19;337;357;2420;
19;336;35c;29c4;
18;336;359;2f6c;
18;335;35a;3510;
19;333;359;3ab4;
18;337;359;4058;
19;336;35a;4600;
19;336;35b;4ba4;
19;334;35b;5148;
19;335;359;56ec;
19;339;359;5c90;
19;336;35c;6238;
1a;336;35e;67dc;
1a;337;35c;6d80;
1a;335;35c;7328;
1b;333;35b;78cc;
1b;335;35c;7e70;
1b;336;35b;841c;
1b;336;35c;89b8;
1d;334;35d;8f60;
1d;337;35b;9504;
1d;335;35b;9aa8;
1e;333;35e;a04c;
1e;336;35d;a5f4;
1f;337;35c;ab98;
20;335;35c;b13c;
20;336;357;b6e0;
22;334;35b;bc88;
23;338;35c;c22c;
24;33a;35b;c7d0;
24;336;360;cd74;
25;33a;35d;d31c;
26;337;35a;d8c0;
27;336;35f;de64;
28;336;35b;e410;
28;335;35f;e9b0;
2a;335;35d;ef54;
2b;335;35c;f4f8;
2c;335;35c;faa0;
2d;336;35b;44;
2e;336;35c;540;
2f;335;35c;a90;
30;335;35c;fdc;
31;334;35e;1530;
33;333;35c;1ad4;
34;336;359;2078;
35;336;35b;261c;
36;336;35b;2bc4;
38;337;35b;3168;
38;335;35d;370c;
3a;337;35b;3cb0;
3c;337;35c;4254;
3d;338;35d;47fc;
3f;335;35f;4da0;
40;338;35d;5344;
42;335;35b;58ec;
43;335;35d;5e90;
44;336;35b;6434;
45;338;35b;69d8;
48;335;35b;6f7c;
49;333;35a;7524;
4b;338;35b;7ac8;
4d;337;35c;806c;
4e;337;35e;8614;
4f;338;35a;8bb8;
51;338;35d;915c;
54;338;35d;9700;
55;338;35b;9ca4;
56;336;35e;a24c;
58;336;35c;a7f0;
5a;338;35f;ad94;
5c;336;35c;b33c;
5e;337;359;b8e0;
5f;336;35a;be84;
61;336;35c;c428;
62;337;35a;c9d0;
64;335;35a;cf74;
67;335;35a;d518;
68;338;357;dabc;
6a;337;35a;e060;
6b;335;35a;e608;
6d;336;358;ebac;
6f;338;35a;f150;
71;337;35a;f6f8;
73;335;358;fc9c;
75;338;355;240;
76;335;357;790;
79;338;355;ce0;
7a;338;353;1230;
7b;336;355;17d4;
7d;336;355;1d7c;
80;338;354;2320;
81;337;34f;28c4;
84;338;351;2e68;
85;338;34e;3414;
86;336;352;39b4;
89;337;34d;3f58;
8a;337;34f;44fc;
8c;337;34c;4aa4;
8e;339;34c;5048;
8f;336;34e;55ec;
93;338;34b;5b90;
93;335;347;6138;
96;338;34a;66dc;
98;338;34a;6c80;
99;337;345;7224;
9b;338;348;77cc;
9d;336;346;7d70;
9f;335;345;8314;
a0;338;346;88b8;
a1;333;344;8e60;
a3;338;342;9408;
a6;339;342;99a8;
a8;339;341;9f4c;
a9;336;340;a4f4;
ab;337;33d;aa98;
ad;337;33f;b03c;
af;338;33d;b5e0;
b0;336;33c;bb88;
b2;338;33c;c12c;
b4;336;33b;c6d0;
b5;338;339;cc74;
b5;336;334;d21c;
b7;337;338;d7c0;
b9;338;337;dd64;
bb;335;335;e308;
bd;337;335;e8b0;
be;336;332;ee54;
bf;335;334;f3f8;
c0;337;32f;f99c;
c2;338;331;ff44;
c2;337;32f;4e8;
c3;336;330;a38;
c5;336;32d;f88;
c5;336;32d;14d8;
c9;338;32c;1a7c;
ca;335;32b;2020;
cb;33a;32b;25c8;
cc;33a;32a;2b6c;
cd;338;329;3110;
cf;333;329;36b4;
d0;338;329;3c5c;
d1;337;329;4200;
d2;336;329;47a4;
d3;338;326;4d48;
d4;338;327;52f0;
d5;338;326;5894;
d6;335;326;5e38;
d7;337;326;63dc;
d8;337;322;6984;
d9;338;324;6f28;
d9;336;322;74cc;
da;336;322;7a70;
da;337;321;801c;
dd;337;31f;85bc;
de;336;31d;8b60;
de;337;31b;9104;
de;338;31c;96ac;
df;337;31c;9c50;
e0;337;31b;a1f4;
e0;338;319;a798;
e1;337;319;ad40;
e0;33a;317;b2e4;
e1;337;318;b888;
e3;337;316;be2c;
e2;335;317;c3d0;
e3;337;317;c978;
e4;337;316;cf1c;
e3;337;315;d4c0;
e4;336;314;da68;
e4;337;315;e010;
e5;338;314;e5b0;
e5;339;315;eb54;
e5;334;312;f0f8;
e5;339;314;f6a0;
e5;335;312;fc44;
e6;337;310;1e8;
e5;338;312;738;
e6;337;30f;c88;
e5;337;311;11d8;
e5;337;310;1780;
e6;337;30f;1d24;
e4;336;312;22c8;
e5;335;311;286c;
e5;335;310;2e14;
e4;335;310;33b8;
e3;335;310;395c;
e3;338;313;3f00;
e3;338;310;44a4;
e3;335;30e;4a4c;
e2;338;310;4ff0;
e3;337;311;5594;
e1;337;310;5b3c;
e0;336;311;60e0;
e1;339;310;6684;
e1;33b;311;6c28;
e0;338;30d;71d0;
df;339;310;7774;
de;338;310;7d18;
de;336;311;82bc;
dd;337;310;8864;
dc;335;310;8e08;
db;335;30f;93ac;
da;336;310;9950;
da;337;30d;9ef8;
d9;334;313;a49c;
d8;335;310;aa40;
d6;336;30f;afe4;
d5;335;30f;b58c;
d4;335;311;bb30;
d4;337;30d;c0d4;
d3;338;310;c678;
d1;334;312;cc20;
d0;337;30f;d1c4;
cf;339;30f;d768;
cf;337;310;dd0c;
cd;338;312;e2b4;
cc;335;310;e858;
cb;335;30f;edfc;
c8;336;310;f3a0;
c8;33a;313;f948;
c7;336;311;feec;
c6;338;311;490;
c4;335;310;9e0;
c3;336;310;f30;
c2;337;310;1480;
c0;337;312;1a24;
bf;336;310;1fcc;
be;337;310;2570;
bd;335;311;2b14;
bb;334;310;30b8;
b9;337;310;3660;
b8;337;312;3c08;
b6;335;312;41a8;
b5;337;310;474c;
b3;335;313;4cf4;
b1;335;310;5298;
af;338;30f;583c;
ae;337;30f;5de0;
ac;337;312;6388;
ab;338;30f;692c;
a9;336;30e;6ed0;
a7;338;310;7474;
a5;335;311;7a1c;
a4;337;30e;7fc0;
a1;335;312;8564;
a0;336;310;8b08;
9e;336;313;90b0;
9d;338;311;9654;
9b;336;312;9bf8;
9a;339;312;a19c;
98;334;30d;a744;
96;339;311;ace8;
94;335;311;b28c;
92;335;30f;b830;
90;337;311;bdd8;
8e;336;313;c37c;
8c;337;311;c920;
8a;337;30e;cec4;
89;335;312;d46c;
87;336;313;da10;
85;336;312;dfb4;
82;338;314;e558;
81;335;315;eb00;
7f;339;312;f0a4;
7e;336;314;f648;
7c;337;316;fbec;
79;33a;317;194;
79;335;317;6e4;
77;335;318;c30;
75;338;317;1180;
73;335;318;1728;
71;335;319;1ccc;
6f;339;31d;2270;
6e;335;31e;281c;
6c;335;320;2dbc;
69;335;320;3360;
68;338;31f;3904;
66;335;320;3eac;
65;336;322;4450;
62;337;325;49f4;
61;335;324;4f98;
5f;337;324;553c;
5c;338;326;5ae4;
5b;336;325;6088;
5a;337;32c;662c;
57;337;328;6bd4;
56;333;32e;7178;
54;335;32e;771c;
52;338;331;7cc0;
52;337;32b;8268;
4f;337;330;8810;
4d;338;332;8db0;
4d;336;331;9354;
4a;336;332;98f8;
49;336;333;9ea0;
48;335;334;a444;
45;334;334;a9e8;
44;338;33a;af90;
43;335;335;b534;
42;335;338;bad8;
3f;336;33b;c07c;
3f;336;33a;c624;
3d;337;33d;cbc8;
3b;335;33f;d16c;
3a;333;33e;d710;
38;336;33f;dcb4;
37;332;33f;e25c;
36;333;33f;e808;
35;336;33d;eda4;
33;335;342;f34c;
32;335;344;f8f0;
31;337;341;fe94;
30;334;346;438;
2f;333;345;988;
2e;339;34a;ed8;
2c;337;345;1428;
2b;335;346;19cc;
2b;337;345;1f74;
2a;334;349;2518;
28;335;349;2abc;
28;335;347;3064;
27;338;347;3608;
26;336;34a;3bac;
25;338;349;4150;
23;336;349;46f8;
23;336;34a;4c9c;
23;337;34d;5240;
21;336;34a;57e4;
22;336;34b;5d8c;
20;337;34c;6330;
20;336;350;68d4;
20;337;34e;6e78;
1e;337;34f;7420;
1e;338;351;79c4;
1e;335;352;7f68;
1c;336;351;850c;
1b;335;34e;8ab4;
1c;337;34f;9058;
1b;336;351;95fc;
1a;338;353;9ba0;
1a;335;353;a148;
1a;337;352;a6ec;
1a;335;357;ac90;
1a;335;357;b234;
19;334;356;b7dc;
19;337;357;bd80;
19;337;358;c324;
19;337;358;c8c8;
18;338;35a;ce70;
19;337;359;d418;
19;337;358;d9b8;
19;338;35a;df5c;
18;337;35b;e504;
19;337;35b;eaa8;
19;336;35e;f04c;
1a;335;35a;f5f0;
19;337;35c;fb98;
1a;332;35d;13c;
19;336;35b;68c;
1b;337;35a;bdc;
1a;335;35a;112c;
1b;335;35e;16d0;
1a;337;359;1c74;
1b;335;35c;221c;
1c;335;360;27c0;
1d;338;35b;2d64;
1d;336;35d;3308;
1e;334;35c;38b0;
1e;336;359;3e54;
1e;338;35b;43f8;
20;339;35c;499c;
1f;337;35b;4f44;
21;33a;359;54e8;
22;337;35b;5a8c;
23;339;35c;6030;
23;334;35d;65d4;
24;337;35c;6b7c;
25;337;359;7120;
25;335;35a;76c4;
27;337;35b;7c6c;
26;336;35d;8210;
28;336;35d;87b4;
2a;335;35c;8d58;
2a;337;35c;9300;
2b;336;35b;98a4;
2d;335;35c;9e48;
2c;337;35b;a3ec;
2f;337;35c;a994;
30;335;35d;af38;
31;338;35a;b4dc;
32;338;35b;ba80;
34;336;35b;c024;
35;338;35b;c5cc;
36;335;35c;cb70;
38;335;35c;d114;
39;336;35e;d6b8;
3a;338;35e;dc60;
3c;336;360;e204;
3d;337;35c;e7a8;
3e;338;35b;ed50;
40;339;35d;f2f4;
41;339;35b;f898;
42;338;35c;fe3c;
